@relation nba_no_ws
@attribute stats.totals.pts.value integer
@attribute stats.totals.ast.value integer
@attribute stats.totals.trb.value integer
@attribute stats.per_game.pts_per_g.value real
@attribute stats.per_game.ast_per_g.value real
@attribute stats.per_game.trb_per_g.value real
@attribute stats.advanced.per.value real
@attribute honors.allstar_appearances integer
@attribute honors.championships integer
@attribute honors.mvpshares integer
@attribute hall_of_fame {True, False}
@data
3311,1017,1176,7.1,2.2,2.5,12.6,0,0,0,False
22195,6125,6677,20.4,5.6,6.1,21.1,10,1,0.778,True
3474,621,2481,11.6,2.1,8.3,12.5,2,1,0,False
8049,1459,4136,12.0,2.2,6.1,14.2,1,1,0,False
8536,2232,2259,11.7,3.0,3.1,14.6,0,0,0,False
3997,377,2939,8.8,0.8,6.5,12.5,0,0,0,False
2449,334,1330,9.7,1.3,5.3,11.5,0,0,0,False
3279,820,631,11.6,2.9,2.2,11.5,0,0,0,False
1562,479,258,7.5,2.3,1.2,10.9,0,0,0,False
718,135,280,4.9,0.9,1.9,12.3,0,0,0,False
3547,421,2036,10.8,1.3,6.2,16.3,0,0,0,False
3330,676,475,11.8,2.4,1.7,13.5,0,1,0,False
7026,1704,4016,11.7,2.8,6.7,14.4,0,0,0,False
510,66,488,2.8,0.4,2.7,13.6,0,0,0,False
3710,2633,1308,6.9,4.9,2.4,11.2,0,0,0,False
518,71,86,4.8,0.7,0.8,12.7,0,0,0,False
3298,1793,865,9.8,5.3,2.6,10.9,0,0,0,False
431,174,158,3.4,1.4,1.2,8.3,0,0,0,False
2469,791,659,9.0,2.9,2.4,11.7,0,0,0,False
10389,2028,5227,19.0,3.7,9.5,18.9,5,0,0.031,False
5170,818,4613,9.9,1.6,8.8,12.7,1,1,0,False
10624,3822,13769,10.8,3.9,14.0,16.0,5,1,0.639,True
14234,1879,4189,20.7,2.7,6.1,17.5,2,1,0.001,False
18940,6135,7494,16.1,5.2,6.4,18.6,7,6,0.716,True
7615,1477,5262,8.5,1.7,5.9,13.6,0,0,0,False
341,36,361,2.9,0.3,3.1,10.1,0,0,0,False
1870,325,505,7.9,1.4,2.1,12.2,0,0,0,False
8770,5217,3596,11.8,7.0,4.8,14.0,3,0,0.02,False
1051,198,1075,4.0,0.8,4.1,12.6,0,1,0,False
2182,402,481,7.0,1.3,1.6,13.6,0,0,0,False
1078,722,341,3.7,2.4,1.2,10.6,0,0,0,False
2647,527,1332,6.9,1.4,3.5,13.5,0,1,0,False
4199,3111,1686,6.4,4.7,2.6,13.7,0,0,0,False
3541,342,1740,10.1,1.0,4.9,13.1,0,0,0,False
1003,128,678,5.7,0.7,3.9,12.3,0,0,0,False
17949,4402,2103,17.9,4.4,2.1,18.0,1,0,0,True
12260,5175,2494,12.8,5.4,2.6,15.5,1,0,0,False
1254,128,729,5.7,0.6,3.3,13.0,0,0,0,False
5962,977,2308,7.3,1.2,2.8,12.6,0,0,0,False
1292,87,318,6.1,0.4,1.5,11.3,0,0,0,False
1660,733,370,8.6,3.8,1.9,12.4,0,0,0,False
3137,683,546,8.7,1.9,1.5,12.7,0,0,0,False
418,34,428,3.6,0.3,3.7,11.0,0,0,0,False
251,19,239,1.6,0.1,1.5,9.1,0,1,0,False
2884,544,1296,6.3,1.2,2.8,12.8,0,0,0,False
19711,15806,4051,13.1,10.5,2.7,21.8,10,0,0.161,True
16310,3305,7981,21.2,4.3,10.4,20.0,5,1,0.288,True
2933,576,3148,6.2,1.2,6.7,10.2,0,1,0,False
10953,1203,6480,11.7,1.3,6.9,16.3,0,0,0,False
17623,2981,3278,18.0,3.0,3.3,16.7,4,0,0.001,False
11657,1655,7502,14.3,2.0,9.2,17.9,3,0,0.032,False
5765,608,6223,10.4,1.1,11.3,14.4,2,0,0.021,False
2502,304,2242,8.1,1.0,7.3,12.8,0,0,0,False
1801,245,432,9.0,1.2,2.2,12.6,0,0,0,False
8743,2382,2087,12.8,3.5,3.1,15.2,0,0,0,False
3091,315,2567,8.9,0.9,7.4,11.9,0,0,0,False
1276,88,688,5.9,0.4,3.2,14.1,0,0,0,False
10823,1249,5237,17.2,2.0,8.3,17.0,0,0,0,False
19591,3094,6306,14.2,2.2,4.6,14.5,1,0,0,False
2508,507,682,9.6,1.9,2.6,14.2,0,0,0,False
5775,2259,1581,8.6,3.3,2.3,12.3,0,1,0,False
8017,1956,2136,9.7,2.4,2.6,12.9,0,0,0,False
7165,1295,1983,14.1,2.6,3.9,16.0,0,0,0,False
15016,1010,4246,19.8,1.3,5.6,16.7,1,0,0.004,False
407,99,346,2.2,0.5,1.8,7.8,0,0,0,False
10433,4696,4523,13.9,6.2,6.0,17.8,2,0,0.047,False
3456,409,2204,9.8,1.2,6.3,13.3,0,0,0,False
607,86,616,5.1,0.7,5.2,12.8,0,0,0,False
12417,3217,12205,9.7,2.5,9.5,13.4,1,0,0,False
4955,816,1585,10.1,1.7,3.2,13.6,0,0,0,False
2356,400,1234,8.0,1.4,4.2,11.7,0,0,0,False
2819,387,1460,6.4,0.9,3.3,11.9,0,3,0,False
1114,178,861,6.1,1.0,4.7,12.2,0,0,0,False
2376,252,2089,5.3,0.6,4.7,12.7,0,1,0,False
17437,3842,4348,16.8,3.7,4.2,15.4,4,1,0,False
16481,6476,2046,18.8,7.4,2.3,18.0,6,1,0.465,True
4637,1748,877,9.0,3.4,1.7,13.1,0,0,0,False
4135,327,3414,8.3,0.7,6.8,10.7,0,0,0,False
1135,401,288,5.0,1.8,1.3,11.0,0,0,0,False
1436,346,1218,7.0,1.7,6.0,12.0,0,1,0,False
968,278,1052,7.1,2.0,7.7,13.2,0,0,0,False
6227,503,3431,9.3,0.8,5.1,15.6,1,0,0,False
1141,408,291,6.1,2.2,1.6,12.6,0,1,0,False
14870,2646,5555,17.7,3.2,6.6,19.8,6,1,0.043,True
4125,549,2148,5.9,0.8,3.1,11.6,0,1,0,False
5871,2126,2587,7.4,2.7,3.3,12.8,0,0,0,False
10805,1199,6116,10.3,1.1,5.9,15.9,0,1,0,False
3227,482,2286,8.9,1.3,6.3,11.7,0,0,0,False
443,35,217,4.0,0.3,2.0,13.6,0,1,0,False
3128,299,1793,7.0,0.7,4.0,11.9,0,0,0,False
11529,2087,4064,14.4,2.6,5.1,15.8,0,0,0,False
2075,499,2183,5.0,1.2,5.3,13.2,0,2,0,False
4970,1441,4437,5.4,1.6,4.9,14.2,0,0,0,False
613,71,432,5.0,0.6,3.5,11.3,0,0,0,False
1902,384,741,6.9,1.4,2.7,12.9,0,0,0,False
5560,910,4720,12.8,2.1,10.9,15.9,1,0,0,False
6049,1429,3682,11.5,2.7,7.0,16.8,3,0,0,False
5545,853,2117,9.7,1.5,3.7,13.4,0,0,0,False
9732,2057,1271,21.8,4.6,2.8,15.8,2,0,0,False
16401,4612,2203,16.1,4.5,2.2,15.3,6,2,0.012,True
9223,1070,6063,11.4,1.3,7.5,14.8,0,0,0,False
8114,1561,1457,18.6,3.6,3.3,17.4,3,0,0,False
4531,1514,808,7.7,2.6,1.4,12.0,0,0,0,False
3161,500,1431,6.3,1.0,2.8,12.8,0,0,0,False
10571,1925,5615,14.0,2.5,7.4,13.2,2,0,0,False
417,48,141,3.3,0.4,1.1,8.3,0,0,0,False
262,184,145,1.9,1.4,1.1,8.8,0,0,0,False
1452,210,1206,10.2,1.5,8.5,18.1,0,0,0,False
1496,446,449,7.1,2.1,2.1,11.7,0,0,0,False
827,98,897,4.8,0.6,5.2,11.9,0,0,0,False
3765,560,1811,8.4,1.3,4.1,13.8,1,0,0,False
4846,632,3370,11.1,1.5,7.7,15.4,0,1,0,False
331,26,180,1.9,0.1,1.0,13.5,0,0,0,False
827,125,341,6.3,1.0,2.6,10.4,0,0,0,False
7364,1247,1594,11.0,1.9,2.4,12.9,0,1,0,False
384,112,120,3.1,0.9,1.0,9.2,0,0,0,False
2550,568,507,10.7,2.4,2.1,16.2,0,0,0,False
4715,1784,1513,5.7,2.2,1.8,14.7,0,0,0,False
18327,5397,3420,20.3,6.0,3.8,17.6,7,0,0.386,True
4431,424,3511,6.0,0.6,4.8,11.7,0,0,0,False
329,50,210,2.3,0.3,1.5,8.8,0,0,0,False
7175,891,3680,10.6,1.3,5.4,14.7,0,0,0,False
5888,752,4307,7.1,0.9,5.2,13.8,0,2,0,False
17009,3089,9233,20.2,3.7,11.0,20.0,6,2,0.091,False
17287,3488,10816,15.6,3.2,9.8,17.3,7,1,0.104,False
1187,845,367,5.3,3.8,1.7,11.4,0,0,0,False
12480,2004,10092,13.8,2.2,11.2,16.8,3,1,0.027,False
3317,1608,685,4.9,2.4,1.0,14.5,0,1,0,False
3854,714,1869,5.9,1.1,2.8,12.3,0,0,0,False
5212,443,3130,7.4,0.6,4.4,12.5,0,0,0,False
5002,385,3243,8.5,0.7,5.5,13.6,0,0,0,False
5376,2444,1249,7.6,3.5,1.8,13.8,0,0,0,False
555,74,682,2.6,0.3,3.2,11.2,0,0,0,False
1494,128,928,6.6,0.6,4.1,12.3,0,0,0,False
4247,325,2502,13.5,1.0,8.0,17.8,0,0,0,False
7147,1249,2737,12.1,2.1,4.6,16.1,0,0,0,False
1586,423,781,6.2,1.7,3.1,11.8,0,0,0,False
6199,2092,5678,7.6,2.6,7.0,15.0,0,0,0,False
584,123,92,5.8,1.2,0.9,10.4,0,0,0,False
6236,1532,1520,8.2,2.0,2.0,12.9,0,1,0,False
646,215,181,6.5,2.2,1.8,11.2,0,0,0,False
8378,1134,3410,13.4,1.8,5.5,15.5,0,7,0,True
1313,150,240,12.7,1.5,2.3,18.0,0,0,0,False
4084,1461,1378,7.0,2.5,2.4,11.1,0,1,0,False
5424,1835,2236,10.1,3.4,4.2,11.1,0,0,0,False
837,100,647,5.0,0.6,3.8,11.3,0,0,0,False
18336,2097,4387,18.3,2.1,4.4,16.2,3,1,0.123,False
747,182,181,6.3,1.5,1.5,12.6,0,0,0,False
2397,232,1571,9.1,0.9,6.0,13.8,0,0,0,False
8184,1182,3544,11.0,1.6,4.7,15.1,0,0,0,False
549,64,306,5.0,0.6,2.8,12.5,0,0,0,False
198,50,354,1.5,0.4,2.6,7.0,0,0,0,False
1084,81,751,5.2,0.4,3.6,9.6,0,0,0,False
10902,3525,2132,13.3,4.3,2.6,13.9,0,0,0,False
3270,535,1223,5.3,0.9,2.0,11.9,0,1,0,False
15207,1365,9665,17.1,1.5,10.9,18.7,5,1,0,False
10537,2674,1688,16.2,4.1,2.6,15.2,2,0,0,False
715,134,184,5.5,1.0,1.4,10.6,0,0,0,False
4081,1000,4022,12.1,3.0,11.9,17.6,1,0,0,False
9017,1441,1274,17.5,2.8,2.5,14.4,0,2,0,False
8750,1739,1626,11.3,2.3,2.1,12.2,1,0,0,False
359,43,265,3.3,0.4,2.4,8.7,0,0,0,False
2698,288,1748,10.0,1.1,6.5,16.8,1,0,0,False
964,156,385,8.8,1.4,3.5,12.2,0,0,0,False
323,117,149,3.2,1.1,1.5,9.2,0,0,0,False
569,296,565,4.1,2.1,4.1,10.6,0,0,0,False
3368,420,2022,7.3,0.9,4.4,12.5,0,1,0,False
882,108,333,5.4,0.7,2.1,12.3,0,0,0,False
5802,3980,1729,8.7,6.0,2.6,13.0,0,0,0,False
4302,752,4218,7.0,1.2,6.8,13.8,0,0,0.004,False
2542,257,1384,8.9,0.9,4.8,13.7,0,0,0,False
9731,1798,1645,14.6,2.7,2.5,13.9,0,0,0,False
873,218,384,5.2,1.3,2.3,11.3,0,1,0,False
1625,170,1448,5.4,0.6,4.8,13.1,0,0,0,False
3886,1469,554,7.7,2.9,1.1,12.5,0,0,0,False
2407,455,897,8.2,1.5,3.1,12.8,0,0,0,False
1276,224,1160,3.4,0.6,3.1,11.4,0,1,0,False
7011,896,1187,20.0,2.6,3.4,15.6,3,0,0,False
1599,171,2647,2.6,0.3,4.2,9.4,0,0,0,False
1498,141,666,6.1,0.6,2.7,13.8,0,0,0,False
2385,560,1266,3.3,0.8,1.8,11.2,0,3,0,False
6161,1197,2560,16.3,3.2,6.8,16.2,3,1,0,False
751,94,525,5.4,0.7,3.8,11.7,0,0,0,False
5759,1405,6099,7.2,1.8,7.6,12.3,1,0,0,False
15647,3170,6891,17.5,3.5,7.7,16.0,3,1,0.005,False
1106,301,217,8.6,2.4,1.7,9.7,0,0,0,False
3094,330,1286,10.5,1.1,4.4,19.0,0,0,0,False
3472,287,3584,7.3,0.6,7.5,15.1,1,0,0,False
15980,1668,2785,19.7,2.1,3.4,18.4,2,0,0.001,False
10981,1822,1838,14.0,2.3,2.3,15.0,0,0,0,False
928,135,609,3.6,0.5,2.3,9.8,0,0,0,False
806,286,383,5.6,2.0,2.7,10.8,0,0,0,False
532,79,327,5.3,0.8,3.2,15.5,0,0,0,False
2186,339,780,5.8,0.9,2.1,10.5,0,0,0,False
5735,752,3224,12.3,1.6,6.9,14.8,2,0,0,False
287,94,126,2.8,0.9,1.2,10.2,0,0,0,False
1210,217,732,6.8,1.2,4.1,14.1,0,0,0,False
1042,566,548,7.3,4.0,3.9,12.9,0,0,0,False
9821,1292,6427,12.5,1.6,8.2,13.9,0,1,0.017,False
4499,1027,4271,10.6,2.4,10.0,14.8,1,1,0,False
23334,2180,14715,14.5,1.4,9.1,19.2,9,4,0.286,True
6945,1201,5525,9.3,1.6,7.4,15.2,0,0,0,False
704,114,385,5.3,0.9,2.9,11.2,0,0,0,False
7922,1394,3759,15.6,2.7,7.4,14.1,2,1,0,False
1962,346,1575,6.1,1.1,4.9,13.2,0,1,0,False
1553,298,512,7.7,1.5,2.5,13.3,0,0,0,False
1228,208,438,7.7,1.3,2.8,13.6,0,0,0,False
1472,179,598,6.4,0.8,2.6,10.0,0,0,0,False
1516,145,1045,6.5,0.6,4.5,15.1,0,0,0,False
3156,353,2848,6.2,0.7,5.6,8.3,0,6,0,False
14857,2498,9306,14.6,2.4,9.1,16.2,5,1,0.041,False
1934,457,499,5.5,1.3,1.4,11.9,1,0,0,False
13430,2922,3060,14.3,3.1,3.2,16.1,1,1,0.002,False
2432,363,1120,7.5,1.1,3.4,13.0,0,0,0,False
5943,508,1649,9.0,0.8,2.5,14.6,0,0,0,False
677,437,218,4.0,2.6,1.3,9.0,0,0,0,False
7470,1188,1307,14.1,2.3,2.5,15.1,0,0,0,False
3906,913,855,7.4,1.7,1.6,11.3,0,1,0,False
9810,3119,3555,11.6,3.7,4.2,17.3,0,3,0,False
9176,1086,3384,9.3,1.1,3.4,14.2,0,0,0,False
2016,977,459,6.2,3.0,1.4,10.5,0,0,0,False
9766,1894,5046,9.2,1.8,4.7,13.1,0,0,0,False
9206,900,3909,16.0,1.6,6.8,16.8,0,0,0,False
409,235,98,3.7,2.1,0.9,7.8,0,0,0,False
6120,1579,2098,10.8,2.8,3.7,11.9,2,0,0,False
4599,616,2986,6.8,0.9,4.4,13.2,0,0,0,False
3901,2678,1398,8.9,6.1,3.2,14.9,0,0,0,False
840,89,291,5.8,0.6,2.0,16.4,0,0,0,False
1732,522,534,5.9,1.8,1.8,11.7,0,0,0,False
356,257,93,2.4,1.7,0.6,11.6,0,0,0,False
7232,461,3741,10.3,0.7,5.3,17.6,1,0,0,False
12810,2141,6951,13.7,2.3,7.4,15.7,0,2,0.001,False
17772,7211,5030,16.5,6.7,4.7,16.8,9,0,0.323,True
3056,670,1554,5.2,1.1,2.6,10.1,0,0,0,False
2901,281,1061,7.6,0.7,2.8,14.0,0,0,0,False
11778,1140,9528,18.4,1.8,14.9,20.1,7,3,0,True
1703,795,369,6.5,3.0,1.4,13.2,0,0,0,False
916,230,319,7.2,1.8,2.5,12.0,0,0,0,False
9377,4889,2625,10.9,5.7,3.0,16.6,1,0,0,False
6298,914,5996,6.6,1.0,6.3,12.9,0,0,0.007,False
8072,4342,1742,9.9,5.3,2.1,15.1,0,0,0,False
12367,2063,4615,14.0,2.3,5.2,16.9,2,0,0.001,False
3654,1955,626,7.9,4.2,1.3,13.0,0,2,0,False
13910,4012,6937,14.1,4.1,7.0,18.3,1,0,0,False
8636,1089,3711,8.7,1.1,3.7,12.6,0,0,0,False
10505,2030,2725,19.1,3.7,4.9,18.9,4,0,0,False
923,109,555,5.9,0.7,3.5,9.9,0,0,0,False
4890,3866,1548,9.4,7.4,3.0,16.7,0,0,0,False
1826,623,3253,2.5,0.9,4.5,9.2,0,1,0,False
5642,936,2139,8.6,1.4,3.3,11.7,0,0,0,False
3602,681,2474,6.4,1.2,4.4,11.8,0,0,0,False
1930,342,1114,5.1,0.9,2.9,9.6,0,0,0,False
8094,1296,1774,12.9,2.1,2.8,13.4,0,0,0,False
2260,611,1418,5.6,1.5,3.5,12.3,0,0,0,False
5341,1212,2280,7.7,1.8,3.3,12.8,0,0,0,False
15324,1975,7666,11.9,1.5,6.0,15.5,0,0,0,False
11199,2300,1593,14.3,2.9,2.0,16.1,2,0,0,False
1105,225,616,8.0,1.6,4.5,10.6,0,0,0,False
1388,305,1187,4.2,0.9,3.6,9.5,0,1,0,False
17770,1853,9383,18.7,2.0,9.9,19.1,6,2,0.024,True
4669,1909,1627,8.4,3.4,2.9,12.5,1,2,0,False
2739,299,1866,8.2,0.9,5.6,15.2,0,0,0,False
4977,1823,1286,9.3,3.4,2.4,13.8,1,1,0,False
2282,530,696,9.8,2.3,3.0,13.0,0,0,0,False
2509,435,1064,6.3,1.1,2.7,11.1,0,0,0,False
383,282,147,3.4,2.5,1.3,9.7,0,0,0,False
11763,5371,3039,13.4,6.1,3.5,15.4,0,0,0,False
6974,456,5654,10.9,0.7,8.9,16.9,1,0,0.012,False
1142,94,821,8.9,0.7,6.4,12.6,1,0,0,False
23149,3650,11463,27.4,4.3,13.5,22.7,11,0,1.659,True
413,36,294,3.2,0.3,2.3,9.0,0,2,0,False
5011,2908,2399,7.4,4.3,3.5,10.4,0,8,0,True
432,84,314,3.7,0.7,2.7,14.2,0,0,0,False
1125,273,305,11.1,2.7,3.0,10.7,0,0,0,False
32292,5633,6672,30.1,5.3,6.2,27.9,14,6,8.138,True
1390,136,744,5.3,0.5,2.8,13.3,0,1,0,False
4120,485,2790,5.8,0.7,3.9,13.9,0,0,0,False
12713,1390,6106,13.2,1.4,6.3,15.2,1,3,0,False
527,266,166,3.9,2.0,1.2,10.8,0,0,0,False
1845,706,357,6.9,2.6,1.3,11.8,0,0,0,False
3455,287,1983,7.0,0.6,4.0,12.0,0,0,0,False
1290,160,500,9.0,1.1,3.5,17.2,0,0,0,False
794,144,731,5.3,1.0,4.9,11.4,0,0,0,False
1014,186,1018,2.1,0.4,2.1,7.4,0,0,0,False
9397,4073,1454,12.8,5.5,2.0,14.9,0,2,0.005,False
5396,2514,1170,9.4,4.4,2.0,12.6,0,0,0,False
12748,2677,6465,14.1,3.0,7.2,16.9,0,0,0,False
502,44,372,3.9,0.3,2.9,14.2,0,0,0,False
15279,4687,2543,15.9,4.9,2.6,15.2,7,1,0,False
2481,1236,684,5.9,3.0,1.6,13.3,0,0,0,False
12541,1813,4405,14.8,2.1,5.2,15.2,2,0,0,False
1127,229,220,9.0,1.8,1.8,13.9,0,0,0,False
3575,462,2574,7.9,1.0,5.7,10.5,0,0,0,False
12065,6386,1991,15.7,8.3,2.6,15.3,2,2,0.009,False
1090,304,248,7.0,2.0,1.6,8.8,0,0,0,False
11528,2556,5450,18.7,4.1,8.8,19.9,5,1,0.036,True
507,114,307,2.9,0.7,1.8,5.2,0,0,0,False
6334,1524,1830,9.9,2.4,2.9,12.3,0,1,0,False
733,428,194,6.5,3.8,1.7,12.2,0,0,0,False
1273,326,233,11.1,2.8,2.0,11.7,0,0,0,False
14522,4100,21620,15.1,4.3,22.5,18.9,12,11,4.827,True
1658,265,837,7.8,1.2,3.9,10.7,0,0,0,False
4423,374,3268,6.5,0.6,4.8,12.0,0,0,0,False
18458,2871,4578,20.0,3.1,5.0,19.0,3,2,0.039,False
5130,1138,1192,13.2,2.9,3.1,16.4,0,0,0,False
26668,2677,7169,24.8,2.5,6.7,21.6,9,0,0.849,True
2335,608,3639,3.2,0.8,5.0,9.6,0,0,0,False
3697,635,2036,6.0,1.0,3.3,8.4,0,0,0,False
2150,1754,679,5.6,4.6,1.8,13.0,0,0,0,False
5228,916,3356,7.0,1.2,4.5,12.8,0,4,0,False
2633,860,704,9.4,3.1,2.5,11.9,0,0,0,False
2882,715,660,7.6,1.9,1.7,11.2,0,0,0,False
5594,648,4360,12.0,1.4,9.4,15.8,1,0,0,False
3625,1061,2893,7.4,2.2,5.9,15.2,0,0,0,False
2622,1674,709,4.6,2.9,1.2,12.2,0,0,0,False
9870,1661,8409,9.1,1.5,7.7,14.1,0,1,0.001,False
841,51,443,5.6,0.3,2.9,11.7,0,0,0,False
2546,1767,642,5.1,3.6,1.3,10.1,0,0,0,False
2860,494,3353,6.4,1.1,7.5,11.3,0,0,0,False
3738,1613,815,6.5,2.8,1.4,13.8,0,0,0,False
2566,514,1615,8.6,1.7,5.4,13.2,0,1,0,False
1000,152,641,3.5,0.5,2.3,10.3,0,0,0,False
4676,631,2877,6.2,0.8,3.8,12.0,0,0,0,False
3952,947,1282,6.9,1.6,2.2,10.0,0,1,0,False
2056,265,1703,4.4,0.6,3.6,12.0,0,0,0,False
336,201,123,2.9,1.7,1.1,8.5,0,0,0,False
5450,2219,2787,7.8,3.2,4.0,14.6,0,0,0,False
605,363,262,3.4,2.0,1.5,10.2,0,0,0,False
8717,1355,3949,13.5,2.1,6.1,14.5,0,0,0,False
851,177,226,4.9,1.0,1.3,11.6,0,0,0,False
4434,1078,680,12.1,2.9,1.9,12.5,0,1,0,False
3620,678,3172,5.4,1.0,4.7,10.4,0,2,0,False
1935,542,1485,4.3,1.2,3.3,10.9,0,0,0,False
2622,298,936,8.6,1.0,3.1,14.0,0,0,0,False
1859,661,608,9.2,3.3,3.0,11.2,0,0,0,False
8120,1225,1860,13.4,2.0,3.1,13.7,1,0,0,False
12803,2437,6620,16.8,3.2,8.7,16.2,4,0,0.012,False
1015,206,758,5.0,1.0,3.8,12.2,0,0,0,False
10882,1734,3630,12.6,2.0,4.2,14.1,0,0,0,False
8940,2332,5033,9.5,2.5,5.3,12.6,0,0,0,False
5118,2467,1261,10.1,4.9,2.5,17.4,0,0,0,False
7410,981,4032,11.9,1.6,6.5,14.6,0,0,0,False
1755,179,1290,6.3,0.6,4.6,12.6,0,0,0,False
5690,606,3423,10.1,1.1,6.1,16.1,0,0,0,False
7994,1019,2117,11.6,1.5,3.1,14.5,0,1,0,False
5323,938,3131,13.2,2.3,7.8,15.1,0,0,0,False
17454,3594,2796,18.8,3.9,3.0,17.2,4,1,0.017,True
11655,2429,1860,16.7,3.5,2.7,14.4,2,0,0,False
745,175,878,2.9,0.7,3.4,9.2,0,1,0,False
1219,174,242,9.8,1.4,2.0,12.6,0,0,0,False
388,112,586,2.8,0.8,4.2,7.9,0,0,0,False
816,519,184,3.4,2.2,0.8,9.8,0,0,0,False
6520,459,3314,12.7,0.9,6.4,14.1,0,0,0,False
15028,2109,6239,18.1,2.5,7.5,19.0,1,0,0,False
8706,978,8605,8.0,0.9,7.9,15.2,1,0,0,False
9147,972,3183,11.1,1.2,3.9,14.9,0,1,0,False
1080,111,351,10.6,1.1,3.4,15.9,0,0,0,False
14053,2497,9618,16.1,2.9,11.0,15.5,8,2,0.014,True
1502,320,315,9.9,2.1,2.1,11.6,0,0,0,False
14311,946,7137,17.1,1.1,8.5,21.2,7,1,0.968,False
1795,1244,618,5.9,4.1,2.0,9.9,0,0,0,False
910,165,751,5.8,1.1,4.8,7.7,0,0,0,False
14862,1499,6004,12.7,1.3,5.1,14.7,0,3,0,False
4368,3013,1283,7.9,5.5,2.3,13.4,0,0,0,False
1654,154,547,6.6,0.6,2.2,12.9,0,0,0,False
11121,2224,5806,12.8,2.6,6.7,16.9,1,0,0,False
3951,690,1416,10.5,1.8,3.8,15.7,0,0,0,False
2500,730,592,13.4,3.9,3.2,12.4,0,0,0,False
2815,339,2488,4.8,0.6,4.2,12.1,0,0,0,False
882,181,505,6.3,1.3,3.6,6.4,0,0,0,False
6984,652,4881,10.1,0.9,7.1,15.4,0,0,0,False
588,93,247,5.3,0.8,2.2,11.7,0,0,0,False
428,56,438,3.2,0.4,3.3,8.5,0,0,0,False
3355,856,1391,8.2,2.1,3.4,12.1,0,0,0,False
3823,1661,677,8.0,3.5,1.4,13.7,0,0,0,False
886,144,533,7.0,1.1,4.2,11.8,0,0,0,False
1595,165,1040,8.1,0.8,5.3,12.2,0,0,0,False
301,54,228,2.9,0.5,2.2,10.1,0,0,0,False
11549,2243,2163,15.9,3.1,3.0,13.2,5,0,0,False
5439,603,3764,8.1,0.9,5.6,12.7,0,0,0,False
5012,1214,1463,10.8,2.6,3.1,14.5,0,0,0,False
285,63,261,1.9,0.4,1.7,6.4,0,0,0,False
8192,1234,2402,11.2,1.7,3.3,14.1,0,0,0,False
587,93,536,2.7,0.4,2.5,9.4,0,0,0,False
5327,1007,2252,7.4,1.4,3.1,11.7,0,1,0,False
3545,772,620,16.6,3.6,2.9,14.8,0,0,0,False
2214,309,1008,5.3,0.7,2.4,11.6,0,0,0,False
26595,2798,5602,25.1,2.6,5.3,21.4,12,0,0.911,True
555,135,822,3.6,0.9,5.3,10.6,0,0,0,False
574,98,162,5.5,0.9,1.5,8.1,0,0,0,False
4496,952,710,7.6,1.6,1.2,15.1,0,0,0,False
10465,1862,5261,12.5,2.2,6.3,16.4,0,2,0,False
20497,3398,3801,21.0,3.5,3.9,17.6,6,1,0.009,False
7763,1082,6957,6.9,1.0,6.2,11.6,0,1,0,False
9217,2533,2354,12.4,3.4,3.2,12.2,1,2,0,True
9407,3174,2205,13.4,4.5,3.1,15.5,0,1,0.003,False
2228,420,517,11.9,2.2,2.8,10.1,0,0,0,False
645,77,480,4.6,0.6,3.4,8.5,0,0,0,False
397,90,157,3.2,0.7,1.3,9.1,0,0,0,False
1745,752,405,5.8,2.5,1.4,12.9,0,0,0,False
5252,1049,2441,8.7,1.7,4.0,12.2,0,0,0,False
6328,2483,2463,8.9,3.5,3.5,11.3,0,0,0,False
2955,478,1770,7.2,1.2,4.3,11.7,0,0,0,False
2397,914,1375,4.7,1.8,2.7,9.6,0,0,0,False
906,148,1020,2.3,0.4,2.6,8.6,0,0,0,False
10158,3779,2370,15.5,5.8,3.6,17.3,0,0,0.009,False
2370,500,786,5.5,1.2,1.8,10.1,0,1,0,False
14437,2575,14464,15.0,2.7,15.0,16.5,7,0,0.37,True
721,99,452,4.0,0.6,2.5,10.7,0,0,0,False
509,103,347,3.6,0.7,2.4,11.0,0,0,0,False
1049,183,941,5.5,1.0,4.9,11.9,0,0,0,False
24941,3050,16330,18.8,2.3,12.3,21.4,11,1,0.066,True
3920,574,2388,12.3,1.8,7.5,15.9,0,0,0,False
1369,121,888,6.1,0.5,4.0,16.9,0,0,0,False
715,75,442,4.6,0.5,2.9,8.1,0,0,0,False
3733,356,1883,16.7,1.6,8.4,17.4,0,0,0,False
10581,1655,6173,11.4,1.8,6.6,16.6,0,0,0,False
817,124,308,7.2,1.1,2.7,10.1,0,0,0,False
1432,316,505,7.0,1.5,2.5,8.8,0,0,0,False
1473,387,566,7.9,2.1,3.0,11.9,0,0,0,False
3615,301,3184,8.2,0.7,7.2,16.2,0,0,0,False
5130,733,3161,8.8,1.3,5.5,12.2,0,1,0,False
3473,387,5148,4.1,0.5,6.1,12.2,0,0,0,False
2071,207,2159,4.5,0.4,4.6,9.1,0,0,0,False
8425,4536,1672,11.0,5.9,2.2,15.1,0,0,0,False
7532,647,6854,9.4,0.8,8.6,14.0,1,0,0,False
3386,747,2206,6.2,1.4,4.0,11.6,0,0,0,False
649,257,145,5.4,2.1,1.2,13.1,0,0,0,False
5202,377,2730,10.2,0.7,5.4,16.2,0,2,0,False
756,357,227,6.3,3.0,1.9,11.9,0,0,0,False
