@relation nba_all
@attribute stats.totals.pts.value integer
@attribute stats.totals.ast.value integer
@attribute stats.totals.trb.value integer
@attribute stats.per_game.pts_per_g.value real
@attribute stats.per_game.ast_per_g.value real
@attribute stats.per_game.trb_per_g.value real
@attribute stats.advanced.per.value real
@attribute stats.advanced.ts_pct.value real
@attribute stats.advanced.ws.value real
@attribute stats.advanced.dws.value real
@attribute stats.advanced.ows.value real
@attribute stats.advanced.efg_pct.value real
@attribute stats.totals.g.value integer
@attribute honors.allstar_appearances integer
@attribute honors.championships integer
@attribute honors.mvpshares integer
@attribute hall_of_fame {True, False}
@data
3414,1595,788,8.1,3.8,1.9,13.1,0.467,8.8,12.3,-3.5,0.418,420,0,1,0,False
6252,2225,2175,10.8,3.8,3.8,13.8,0.474,20.8,12.5,8.3,0.441,578,0,1,0,False
606,108,313,4.1,0.7,2.1,11.5,0.471,1.8,0.8,0.9,0.427,147,0,0,0,False
11916,1771,4355,13.2,2.0,4.8,14.2,0.515,53.7,23.7,30.0,0.485,906,2,2,0,False
5412,2531,1981,8.3,3.9,3.0,12.6,0.501,29.1,12.7,16.4,0.461,652,0,1,0,False
8780,1299,5671,7.7,1.1,5.0,13.4,0.566,48.8,24.6,24.2,0.481,1138,0,0,0,False
4229,2509,1005,11.2,6.7,2.7,11.4,0.513,24.8,12.1,12.7,0.419,376,3,1,0,False
1381,534,373,6.9,2.7,1.9,11.8,0.461,2.2,1.7,0.5,0.423,199,0,0,0,False
3997,739,3109,6.7,1.2,5.2,14.2,0.51,19.2,9.0,10.2,0.461,597,0,0,0,False
1078,266,352,5.3,1.3,1.7,10.2,0.5,3.4,2.2,1.2,0.439,204,0,0,0,False
898,458,395,5.1,2.6,2.2,11.2,0.43,1.9,1.1,0.8,0.385,177,0,0,0,False
9621,4209,1900,14.7,6.4,2.9,16.6,0.536,46.9,15.3,31.6,0.475,653,1,0,0.001,False
5821,1728,6953,7.4,2.2,8.9,14.4,0.548,56.7,37.1,19.6,0.524,784,0,1,0.01,False
6218,1329,1221,9.8,2.1,1.9,14.6,0.536,27.9,7.6,20.3,0.479,636,0,0,0,False
2546,1179,606,7.6,3.5,1.8,12.9,0.483,5.2,6.2,-1.0,0.456,336,0,0,0,False
3149,652,1771,11.2,2.3,6.3,14.1,0.508,13.4,8.0,5.4,0.461,281,0,0,0,False
416,243,129,3.7,2.2,1.2,11.7,0.543,1.6,1.0,0.5,0.455,112,0,0,0,False
289,117,110,2.0,0.8,0.8,8.8,0.496,0.7,0.8,-0.1,0.472,142,0,0,0,False
9951,6454,2151,10.7,7.0,2.3,15.9,0.509,53.7,19.9,33.8,0.463,928,0,0,0,False
4494,691,3170,9.5,1.5,6.7,15.2,0.546,21.8,13.9,7.9,0.51,474,0,0,0,False
2944,846,1438,5.4,1.6,2.7,13.7,0.574,27.6,10.4,17.2,0.514,541,0,0,0,False
13790,2184,10400,12.9,2.0,9.7,16.1,0.552,105.6,49.3,56.2,0.507,1068,4,2,0.012,False
3877,609,1235,10.0,1.6,3.2,13.8,0.502,15.2,8.8,6.4,0.462,389,0,0,0,False
12690,2851,4152,14.3,3.2,4.7,13.5,0.511,35.8,19.6,16.3,0.467,885,0,0,0,False
424,29,272,3.0,0.2,1.9,11.3,0.463,1.8,1.2,0.6,0.407,142,0,0,0,False
1683,226,1555,4.7,0.6,4.4,11.7,0.49,6.5,3.9,2.6,0.425,357,0,0,0,False
13516,2910,10444,17.6,3.8,13.6,17.0,0.496,86.3,55.8,30.5,0.46,766,8,2,1.338,True
567,96,210,3.6,0.6,1.3,6.7,0.454,0.8,1.7,-0.9,0.429,159,0,0,0,False
751,186,204,4.7,1.2,1.3,10.3,0.469,1.1,1.8,-0.7,0.393,160,0,0,0,False
390,33,496,2.0,0.2,2.5,8.7,0.49,1.1,2.3,-1.2,0.485,197,0,0,0,False
10176,1405,8709,9.7,1.3,8.3,13.2,0.484,46.3,28.6,17.7,0.442,1048,0,1,0,False
2069,201,2212,5.9,0.6,6.3,10.2,0.412,5.1,8.8,-3.8,0.371,351,0,3,0,False
14467,1826,2296,14.9,1.9,2.4,17.7,0.573,72.2,17.4,54.7,0.507,969,1,0,0,False
1067,249,297,6.8,1.6,1.9,10.5,0.484,-0.4,1.2,-1.5,0.462,156,0,0,0,False
5521,2102,1294,7.8,3.0,1.8,12.1,0.493,23.7,9.7,14.1,0.429,712,0,0,0,False
5904,941,8125,6.7,1.1,9.2,12.6,0.541,46.0,25.4,20.6,0.531,883,0,0,0,False
12878,1077,5117,15.3,1.3,6.1,15.7,0.543,45.7,20.0,25.7,0.505,840,0,0,0,False
1218,394,271,6.7,2.2,1.5,10.8,0.491,1.5,1.8,-0.2,0.446,183,0,0,0,False
1542,304,841,5.0,1.0,2.7,13.9,0.513,8.8,4.3,4.5,0.455,309,0,0,0,False
2443,412,511,10.1,1.7,2.1,12.2,0.483,5.0,2.7,2.3,0.425,242,0,0,0,False
25192,6238,5366,27.0,6.7,5.8,22.9,0.55,162.6,37.9,124.6,0.474,932,14,1,2.09,True
2272,1233,868,5.1,2.8,2.0,13.0,0.485,10.0,5.5,4.5,0.43,445,0,0,0,False
14463,7987,4084,13.2,7.3,3.7,18.0,0.516,85.8,36.8,49.0,0.462,1094,0,0,0.001,False
5833,1498,2833,12.8,3.3,6.2,14.7,0.492,16.9,14.1,2.8,0.437,454,0,0,0,False
712,411,226,3.5,2.0,1.1,6.9,0.461,-0.8,0.5,-1.4,0.437,201,0,0,0,False
2252,283,836,7.1,0.9,2.6,11.5,0.541,8.7,5.3,3.5,0.494,317,0,0,0,False
4945,623,2745,12.5,1.6,6.9,13.8,0.515,13.0,6.6,6.4,0.475,395,0,0,0,False
5560,2758,906,7.2,3.6,1.2,12.0,0.548,36.3,10.3,25.9,0.528,772,0,3,0,False
9898,1533,5985,11.3,1.7,6.8,16.7,0.559,61.5,23.7,37.8,0.514,877,0,0,0,False
7703,1001,6155,13.1,1.7,10.5,18.0,0.526,50.5,26.3,24.1,0.471,586,3,1,0,False
1995,1002,601,6.5,3.3,2.0,8.6,0.447,6.3,7.6,-1.3,0.402,306,0,0,0,False
6516,1100,4756,8.3,1.4,6.0,15.3,0.479,27.7,20.7,7.0,0.435,789,0,2,0,False
8729,1124,3167,15.2,2.0,5.5,15.9,0.523,27.5,11.8,15.7,0.474,576,0,0,0.001,False
623,95,417,4.3,0.7,2.9,9.6,0.505,2.7,1.6,1.1,0.421,145,0,0,0,False
8553,2079,1087,14.6,3.5,1.9,15.4,0.506,25.2,8.4,16.7,0.472,586,0,0,0,False
8693,723,3258,14.3,1.2,5.3,19.3,0.559,40.4,14.1,26.3,0.518,609,1,0,0.001,False
14837,3515,2846,20.7,4.9,4.0,15.8,0.495,41.4,20.1,21.3,0.449,717,5,1,0,False
1450,145,768,5.6,0.6,3.0,13.7,0.537,5.3,1.7,3.7,0.484,259,0,0,0,False
2372,381,1884,6.6,1.1,5.2,10.6,0.449,6.5,5.2,1.3,0.42,362,0,0,0,False
2539,628,1090,9.7,2.4,4.2,12.0,0.523,10.9,5.4,5.5,0.46,262,0,0,0,False
3617,378,2243,5.3,0.6,3.3,11.0,0.525,14.7,8.1,6.6,0.48,687,0,0,0,False
3511,435,2195,7.8,1.0,4.8,15.0,0.504,12.7,6.2,6.5,0.484,453,1,0,0,False
1455,162,1353,4.4,0.5,4.1,10.7,0.504,4.3,6.2,-1.9,0.479,329,0,0,0,False
594,119,214,3.6,0.7,1.3,9.8,0.449,0.8,1.6,-0.8,0.406,164,0,0,0,False
848,94,395,6.0,0.7,2.8,13.4,0.529,4.3,1.4,2.9,0.454,142,0,0,0,False
1868,227,1488,6.0,0.7,4.8,13.7,0.519,10.8,7.1,3.6,0.486,309,0,1,0,False
2030,285,1251,6.5,0.9,4.0,10.5,0.522,6.6,4.2,2.4,0.468,312,0,0,0,False
7777,852,6095,7.9,0.9,6.2,13.4,0.494,36.9,26.9,10.0,0.457,984,0,0,0,False
422,201,141,2.2,1.1,0.8,7.0,0.466,0.5,1.5,-1.0,0.435,188,0,1,0,False
874,224,281,7.7,2.0,2.5,11.5,0.412,2.7,2.1,0.6,0.326,113,1,0,0,False
1375,226,402,6.3,1.0,1.8,9.5,0.495,0.4,1.6,-1.2,0.464,220,0,0,0,False
2505,337,1623,7.1,1.0,4.6,12.7,0.508,11.7,3.2,8.5,0.46,353,0,0,0,False
7302,1384,3410,10.0,1.9,4.7,14.2,0.568,29.8,17.0,12.8,0.524,731,0,0,0,False
5259,2198,1214,9.5,4.0,2.2,14.0,0.559,36.0,13.9,22.1,0.523,551,0,0,0,False
3238,311,1655,8.4,0.8,4.3,14.1,0.516,13.0,6.2,6.8,0.447,387,0,0,0,False
12489,10334,4963,9.6,8.0,3.8,16.0,0.522,91.8,37.1,54.6,0.481,1296,1,0,0.003,False
502,83,164,3.6,0.6,1.2,12.0,0.545,2.8,0.7,2.2,0.521,140,0,0,0,False
329,66,178,3.0,0.6,1.6,9.7,0.466,1.3,1.5,-0.2,0.414,108,0,0,0,False
15079,3057,3807,16.4,3.3,4.1,14.4,0.537,75.2,16.7,58.6,0.464,921,3,0,0,False
2764,500,2342,4.0,0.7,3.4,8.9,0.496,13.5,13.2,0.3,0.453,694,0,0,0,False
6858,6726,2318,7.7,7.6,2.6,15.0,0.506,54.0,19.3,34.7,0.467,889,0,0,0,False
10483,1346,6846,11.5,1.5,7.5,15.6,0.526,58.4,29.0,29.4,0.472,915,0,0,0,False
5791,4245,2141,6.8,5.0,2.5,12.2,0.492,43.4,25.4,18.0,0.43,846,0,0,0,False
619,222,182,5.1,1.8,1.5,13.1,0.489,1.2,0.4,0.8,0.454,121,0,0,0,False
8265,744,7110,7.8,0.7,6.7,13.2,0.518,46.8,26.9,19.8,0.506,1058,0,0,0,False
1179,120,919,8.0,0.8,6.2,12.0,0.444,3.4,3.9,-0.5,0.405,148,0,0,0,False
983,333,347,7.0,2.4,2.5,11.7,0.406,1.9,2.3,-0.4,0.341,141,0,0,0,False
3534,1335,592,8.5,3.2,1.4,12.8,0.503,13.7,6.6,7.1,0.435,418,0,0,0,False
3473,375,5457,3.9,0.4,6.2,10.7,0.429,26.2,27.6,-1.5,0.412,886,0,0,0,False
1908,1230,1089,5.3,3.4,3.0,14.0,0.551,14.0,6.4,7.6,0.497,361,0,1,0,False
7866,4709,1738,8.2,4.9,1.8,14.7,0.587,53.6,11.4,42.2,0.534,961,0,0,0,False
647,152,159,5.4,1.3,1.3,12.2,0.551,2.9,0.7,2.1,0.497,119,0,0,0,False
2930,413,1891,6.0,0.8,3.9,11.8,0.508,13.3,7.6,5.8,0.472,488,0,0,0,False
6020,992,1157,16.2,2.7,3.1,11.0,0.449,5.8,10.8,-5.0,0.407,372,2,1,0,False
6894,2869,1489,10.8,4.5,2.3,13.1,0.537,32.8,11.5,21.3,0.469,638,2,0,0,False
2338,433,1626,6.8,1.3,4.7,13.4,0.45,14.9,8.3,6.6,0.367,343,0,0,0,False
17955,3319,2430,20.3,3.7,2.7,18.8,0.527,67.7,13.1,54.6,0.463,886,1,0,0.027,False
792,110,167,5.5,0.8,1.2,13.3,0.457,1.7,1.4,0.3,0.426,143,0,0,0,False
13127,6711,2404,17.9,9.1,3.3,20.7,0.585,92.8,22.3,70.4,0.501,735,3,0,0.063,False
739,104,468,4.2,0.6,2.6,10.2,0.507,2.0,2.2,-0.2,0.48,178,0,0,0,False
6529,807,3825,9.6,1.2,5.6,13.3,0.532,22.6,15.8,6.7,0.497,683,0,0,0,False
1542,318,1368,5.8,1.2,5.2,11.3,0.448,2.5,3.0,-0.6,0.419,264,0,0,0,False
1233,165,883,5.0,0.7,3.6,11.3,0.516,2.4,2.6,-0.3,0.506,247,0,1,0,False
4930,498,3618,10.7,1.1,7.8,8.9,0.369,-7.9,12.4,-20.4,0.348,462,1,0,0,False
3726,696,3981,7.0,1.3,7.4,13.3,0.484,22.0,10.9,11.1,0.45,535,0,0,0,False
13606,1775,5313,15.6,2.0,6.1,16.1,0.522,47.8,24.0,23.9,0.489,870,1,0,0,False
2005,338,1077,7.4,1.3,4.0,13.0,0.565,9.7,4.5,5.2,0.512,270,0,0,0,False
1347,193,852,7.0,1.0,4.4,11.3,0.425,4.2,3.5,0.8,0.342,192,0,0,0,False
4937,2476,1025,8.3,4.2,1.7,12.7,0.493,17.2,13.8,3.4,0.445,596,0,0,0,False
479,78,389,4.7,0.8,3.8,12.1,0.434,1.5,1.1,0.4,0.386,103,0,0,0,False
9518,1716,6154,9.5,1.7,6.1,13.3,0.536,60.1,32.9,27.2,0.472,1003,0,0,0,False
802,94,289,5.9,0.7,2.1,12.1,0.504,3.1,1.7,1.4,0.476,137,0,1,0,False
3353,375,1466,8.8,1.0,3.9,13.3,0.48,8.4,6.0,2.4,0.444,379,0,0,0,False
7585,1409,2376,10.8,2.0,3.4,12.8,0.537,24.2,14.8,9.4,0.499,704,0,0,0,False
574,60,479,3.1,0.3,2.6,12.5,0.509,2.5,2.4,0.1,0.456,186,0,0,0,False
6470,1171,2262,12.1,2.2,4.2,13.1,0.503,16.3,14.6,1.7,0.466,534,0,0,0,False
1558,231,1397,4.8,0.7,4.3,9.5,0.421,4.8,4.5,0.3,0.377,325,0,2,0,False
5449,944,4097,12.2,2.1,9.2,15.4,0.533,29.5,11.3,18.2,0.48,447,1,0,0,False
19521,3878,3053,18.9,3.8,3.0,19.1,0.558,76.9,27.4,49.5,0.516,1033,6,0,0.03,False
11834,1298,4718,12.8,1.4,5.1,14.3,0.523,45.0,30.1,15.0,0.473,928,0,0,0,False
441,166,209,3.3,1.2,1.5,10.6,0.481,0.7,1.2,-0.5,0.444,135,0,0,0,False
2485,596,1933,4.2,1.0,3.3,7.8,0.458,3.5,6.9,-3.5,0.427,592,0,0,0,False
7933,923,5622,10.5,1.2,7.4,14.9,0.54,54.5,30.2,24.3,0.491,756,0,0,0,False
1501,111,893,5.9,0.4,3.5,8.9,0.502,0.6,4.6,-4.0,0.488,253,0,0,0,False
12142,2090,2703,17.2,3.0,3.8,16.2,0.552,44.4,14.9,29.5,0.482,707,2,0,0.02,False
4090,836,2794,7.2,1.5,4.9,11.8,0.503,17.5,17.9,-0.4,0.462,567,0,3,0,False
3339,389,1309,8.8,1.0,3.5,14.4,0.501,11.4,4.6,6.7,0.453,379,0,1,0,False
660,152,608,4.6,1.0,4.2,9.5,0.465,3.4,2.5,0.9,0.434,145,0,0,0,False
5305,1335,2718,11.3,2.9,5.8,15.1,0.579,31.2,9.4,21.9,0.539,468,0,0,0,False
2784,986,533,8.5,3.0,1.6,10.5,0.447,1.4,3.9,-2.5,0.414,327,0,0,0,False
1374,224,533,8.9,1.5,3.5,13.7,0.478,4.9,3.4,1.5,0.438,154,0,0,0,False
3291,232,1240,16.8,1.2,6.3,14.6,0.467,8.2,5.0,3.1,0.42,196,1,0,0,False
5622,2189,2042,9.3,3.6,3.4,15.0,0.54,32.8,11.6,21.2,0.487,605,1,1,0,False
1040,142,456,6.7,0.9,2.9,12.3,0.451,4.3,3.0,1.2,0.401,156,0,0,0,False
2892,2397,1712,5.3,4.4,3.1,13.6,0.452,17.7,17.5,0.2,0.41,548,0,1,0,False
2945,840,1021,6.4,1.8,2.2,11.7,0.52,12.3,7.2,5.0,0.487,461,0,0,0,False
439,30,275,4.3,0.3,2.7,11.4,0.574,1.5,1.0,0.6,0.517,102,0,0,0,False
1127,221,1114,4.1,0.8,4.1,10.9,0.463,5.1,4.9,0.3,0.419,274,0,0,0,False
1297,280,345,5.4,1.2,1.4,12.5,0.559,4.6,2.1,2.5,0.474,238,0,0,0,False
10023,1269,5856,19.4,2.5,11.3,24.7,0.534,92.0,18.1,73.9,0.444,516,6,1,0.003,True
2633,632,2003,6.9,1.7,5.3,14.0,0.52,12.6,6.1,6.5,0.479,380,1,0,0,False
1762,194,268,13.1,1.4,2.0,15.3,0.489,2.5,1.2,1.4,0.446,134,0,0,0,False
1658,327,1510,6.9,1.4,6.3,10.9,0.488,7.5,5.8,1.7,0.452,241,0,0,0,False
9656,2963,7279,10.9,3.4,8.3,14.6,0.563,88.3,39.7,48.6,0.51,882,1,0,0.007,False
940,269,474,6.5,1.9,3.3,11.8,0.468,3.4,1.8,1.6,0.421,144,0,0,0,False
609,342,161,4.8,2.7,1.3,10.5,0.481,0.5,1.6,-1.1,0.399,128,0,0,0,False
1311,237,1388,5.9,1.1,6.2,10.2,0.497,7.6,4.2,3.5,0.448,223,0,0,0,False
1852,375,1428,3.8,0.8,2.9,9.2,0.507,14.5,10.4,4.1,0.483,486,0,0,0,False
3107,427,2556,5.0,0.7,4.1,12.9,0.562,24.9,11.7,13.1,0.502,617,0,0,0,False
2511,544,1532,8.6,1.9,5.2,14.1,0.436,9.8,6.5,3.3,0.359,292,0,0,0,False
8107,798,3246,14.4,1.4,5.8,15.7,0.541,40.9,23.1,17.8,0.477,564,0,0,0,False
1140,627,291,5.1,2.8,1.3,10.7,0.51,3.2,1.1,2.1,0.466,224,0,0,0,False
729,124,200,5.1,0.9,1.4,11.5,0.472,1.5,2.1,-0.6,0.459,142,0,0,0,False
417,46,131,3.4,0.4,1.1,10.2,0.466,1.1,1.1,0.0,0.431,122,0,0,0,False
640,85,312,4.3,0.6,2.1,11.5,0.502,1.1,1.2,0.0,0.449,150,0,0,0,False
7809,3006,1601,11.6,4.5,2.4,13.0,0.486,22.9,20.8,2.0,0.445,673,1,1,0,False
1032,160,635,7.7,1.2,4.7,14.5,0.467,2.1,1.1,1.0,0.446,134,0,1,0,False
4471,954,1841,9.9,2.1,4.1,15.6,0.539,26.9,12.0,15.0,0.501,452,0,0,0,False
1139,229,963,2.7,0.5,2.3,9.0,0.528,5.6,3.8,1.8,0.52,417,0,1,0,False
15586,7160,3872,12.2,5.6,3.0,17.2,0.576,110.4,38.5,71.9,0.518,1274,2,0,0.026,False
11450,2298,5300,16.2,3.3,7.5,16.3,0.551,69.7,25.7,44.1,0.505,707,2,0,0,False
6918,1004,1336,20.2,2.9,3.9,17.5,0.503,19.7,6.3,13.4,0.449,342,1,0,0,False
1085,115,523,6.6,0.7,3.2,11.9,0.459,1.8,1.3,0.5,0.41,165,0,0,0,False
12740,1688,2536,11.0,1.5,2.2,12.9,0.558,50.3,14.1,36.2,0.492,1159,0,0,0,False
3722,1700,1593,6.6,3.0,2.8,10.1,0.451,8.6,8.6,0.0,0.41,566,0,1,0,False
2011,336,533,7.8,1.3,2.1,12.2,0.525,7.4,2.5,4.9,0.493,259,0,0,0,False
7508,1492,2393,12.5,2.5,4.0,14.2,0.501,26.0,17.8,8.2,0.464,599,0,0,0,False
736,325,180,4.2,1.8,1.0,10.7,0.464,1.3,1.4,0.0,0.415,177,0,0,0,False
7935,757,3891,10.6,1.0,5.2,15.2,0.5,35.1,13.6,21.4,0.42,750,0,1,0,False
834,96,253,6.4,0.7,1.9,15.1,0.506,2.1,1.6,0.5,0.461,130,0,1,0,False
11825,2134,6339,10.3,1.9,5.5,14.9,0.508,69.5,43.2,26.3,0.467,1153,0,1,0,False
593,107,423,5.6,1.0,4.0,11.9,0.452,0.9,1.2,-0.4,0.414,105,0,0,0,False
1723,386,307,5.9,1.3,1.1,12.9,0.494,6.4,2.1,4.2,0.478,292,0,1,0,False
2494,488,1935,4.3,0.8,3.3,11.9,0.498,10.6,6.8,3.8,0.481,584,0,1,0,False
591,99,353,5.7,1.0,3.4,11.3,0.484,0.8,1.0,-0.3,0.456,103,0,0,0,False
11305,1114,6508,15.8,1.6,9.1,16.3,0.457,34.3,20.1,14.2,0.406,716,4,3,0.011,False
7806,1139,6689,7.9,1.2,6.8,13.6,0.535,35.0,27.0,8.1,0.492,985,0,0,0,False
553,58,433,3.0,0.3,2.3,9.7,0.429,0.3,2.3,-1.9,0.408,187,0,0,0,False
2243,1194,831,4.8,2.5,1.8,9.9,0.477,3.9,5.5,-1.6,0.429,470,0,0,0,False
2882,322,2096,8.2,0.9,5.9,15.4,0.531,18.2,11.7,6.6,0.5,353,0,0,0,False
9405,1535,2166,16.7,2.7,3.8,14.7,0.526,22.8,9.4,13.4,0.484,563,0,0,0,False
2960,244,2874,5.5,0.5,5.3,14.4,0.548,28.6,16.4,12.2,0.507,541,0,0,0,False
5784,1130,1864,7.2,1.4,2.3,12.8,0.507,28.7,12.1,16.6,0.465,800,0,0,0,False
2062,469,1994,5.7,1.3,5.5,10.1,0.458,5.2,5.2,-0.1,0.439,361,0,0,0,False
1451,392,1799,2.7,0.7,3.3,10.5,0.554,15.2,7.4,7.7,0.515,540,0,0,0,False
11819,3498,2427,16.3,4.8,3.3,16.4,0.529,64.7,20.5,44.1,0.48,725,2,0,0,False
8870,5221,1819,9.4,5.5,1.9,15.3,0.518,47.2,21.1,26.1,0.471,946,1,0,0.011,False
684,128,323,4.4,0.8,2.1,9.0,0.501,2.2,1.6,0.6,0.461,157,0,0,0,False
11629,1781,7979,14.3,2.2,9.8,15.9,0.463,34.7,28.8,5.9,0.409,811,0,0,0,False
5009,1719,1781,8.2,2.8,2.9,12.7,0.531,28.2,13.3,14.9,0.483,610,0,1,0,False
744,176,144,4.4,1.0,0.9,14.4,0.533,3.2,1.4,1.8,0.487,169,0,0,0,False
2882,343,1955,4.9,0.6,3.3,10.8,0.472,12.7,10.2,2.5,0.439,587,0,1,0,False
12281,1449,9083,11.6,1.4,8.6,17.1,0.514,58.0,18.1,39.9,0.493,1057,4,0,0,False
5312,905,2532,6.7,1.1,3.2,12.4,0.488,18.6,10.9,7.7,0.454,790,0,0,0,False
3130,920,3034,5.3,1.6,5.2,13.7,0.545,20.8,8.9,12.0,0.497,586,0,0,0,False
933,399,222,6.8,2.9,1.6,12.7,0.548,4.5,2.3,2.2,0.483,138,0,0,0,False
1954,63,1944,5.9,0.2,5.8,14.2,0.531,10.4,6.9,3.5,0.51,334,0,0,0,False
7715,2343,5269,7.0,2.1,4.8,13.4,0.52,66.3,43.1,23.3,0.484,1107,0,7,0,False
1597,167,1039,5.4,0.6,3.5,10.7,0.465,4.8,4.6,0.3,0.407,294,0,0,0,False
4097,969,3249,7.8,1.8,6.2,12.2,0.508,22.2,12.3,10.0,0.482,524,0,1,0,False
5338,1257,824,8.7,2.1,1.3,13.7,0.526,17.9,5.6,12.3,0.471,612,0,0,0,False
7007,594,3333,17.4,1.5,8.3,16.6,0.503,22.7,7.8,14.9,0.461,403,1,0,0,False
595,126,396,5.4,1.1,3.6,14.3,0.42,2.5,1.9,0.5,0.363,111,0,0,0,False
2190,279,741,15.9,2.0,5.4,17.3,0.51,10.5,3.4,7.1,0.41,138,1,0,0,False
7228,857,3538,10.9,1.3,5.3,13.9,0.55,29.0,15.2,13.9,0.495,665,0,0,0,False
1200,135,921,4.6,0.5,3.5,12.6,0.541,5.1,3.6,1.5,0.539,260,0,0,0,False
6389,3276,3134,8.9,4.6,4.4,13.7,0.486,27.4,23.4,4.0,0.435,720,0,1,0,False
4891,949,2349,10.1,2.0,4.8,13.0,0.427,14.2,11.9,2.3,0.37,486,0,0,0,False
2813,896,1363,8.3,2.7,4.0,13.3,0.498,13.8,6.1,7.7,0.454,338,0,0,0,False
6925,1769,2342,9.0,2.3,3.1,12.7,0.515,24.6,10.9,13.7,0.477,766,0,0,0,False
9994,4407,2174,13.8,6.1,3.0,19.7,0.519,65.9,25.9,40.1,0.471,724,2,0,0.003,False
11842,4159,2405,12.5,4.4,2.5,14.2,0.526,61.3,25.6,35.7,0.48,949,0,0,0,False
1742,867,316,6.4,3.2,1.2,12.6,0.503,6.7,1.8,4.9,0.449,274,0,0,0,False
7577,1628,1372,14.0,3.0,2.5,17.5,0.516,32.6,9.8,22.8,0.457,543,1,1,0,False
12507,3364,2494,14.9,4.0,3.0,15.5,0.537,50.4,12.3,38.1,0.469,837,0,0,0,False
1026,67,621,6.9,0.4,4.2,17.0,0.567,6.4,1.0,5.3,0.513,149,0,0,0,False
1737,204,1810,4.8,0.6,5.0,13.3,0.513,14.1,7.2,6.9,0.48,359,0,0,0,False
5124,1419,1815,7.4,2.0,2.6,12.7,0.525,25.0,13.6,11.4,0.481,693,0,0,0,False
944,203,1005,3.8,0.8,4.1,12.3,0.542,5.7,2.3,3.3,0.485,248,0,0,0,False
5929,3114,1969,8.2,4.3,2.7,13.4,0.487,24.7,23.3,1.4,0.461,719,0,1,0.001,False
6547,3918,3183,6.9,4.2,3.4,11.7,0.471,23.8,20.3,3.5,0.437,943,0,3,0,False
739,465,176,3.1,2.0,0.7,11.5,0.532,3.8,1.4,2.3,0.486,238,0,0,0,False
3968,844,1759,7.0,1.5,3.1,11.4,0.491,12.9,9.2,3.6,0.467,565,0,2,0,False
3088,847,1992,4.9,1.4,3.2,11.3,0.536,23.0,15.3,7.7,0.482,627,0,0,0,False
4241,973,1318,8.1,1.9,2.5,12.5,0.449,13.4,10.7,2.7,0.429,521,0,2,0,False
751,110,439,4.8,0.7,2.8,12.1,0.489,2.7,2.5,0.1,0.465,157,0,0,0,False
5316,830,1374,19.4,3.0,5.0,17.0,0.507,19.9,6.1,13.8,0.447,274,2,0,0,False
9301,2992,3382,11.2,3.6,4.1,14.6,0.535,55.7,29.1,26.6,0.479,827,0,0,0,False
6828,1220,5876,8.7,1.6,7.5,13.1,0.447,27.0,30.6,-3.6,0.414,787,0,0,0,False
1223,160,546,9.1,1.2,4.1,12.8,0.476,1.9,1.8,0.1,0.446,134,0,0,0,False
3995,418,2725,6.5,0.7,4.5,11.8,0.515,15.5,11.3,4.3,0.479,610,0,0,0,False
6628,3313,1820,7.8,3.9,2.1,12.1,0.496,27.4,12.4,14.9,0.447,852,0,0,0,False
1320,342,317,5.4,1.4,1.3,10.5,0.499,4.0,3.2,0.8,0.456,243,0,0,0,False
9784,1592,5998,11.0,1.8,6.8,15.6,0.535,70.5,37.0,33.5,0.48,887,0,0,0,False
3670,584,941,9.6,1.5,2.5,11.8,0.523,8.0,3.3,4.7,0.486,384,0,0,0,False
4204,1427,1217,9.9,3.3,2.9,10.2,0.409,3.8,7.4,-3.6,0.349,426,0,0,0,False
16006,6577,2884,13.3,5.5,2.4,16.0,0.537,86.8,33.4,53.4,0.503,1199,0,0,0,False
9991,860,6424,14.7,1.3,9.5,15.7,0.538,37.3,26.1,11.2,0.484,678,0,0,0,False
7011,1254,2819,9.0,1.6,3.6,13.5,0.56,37.8,10.4,27.4,0.498,779,0,0,0,False
10672,1515,2467,15.2,2.2,3.5,13.8,0.508,36.9,15.9,21.0,0.454,704,3,0,0,False
1440,238,365,7.0,1.1,1.8,13.3,0.481,3.1,2.3,0.9,0.435,207,0,0,0,False
4596,2007,5745,7.2,3.2,9.0,16.3,0.491,38.0,28.8,9.2,0.453,635,0,0,0,False
323,112,374,3.2,1.1,3.7,9.4,0.435,1.3,1.5,-0.2,0.407,102,0,0,0,False
13901,1862,4377,16.9,2.3,5.3,18.2,0.566,63.9,16.9,47.0,0.509,821,2,0,0,False
4666,622,3991,4.8,0.6,4.1,10.5,0.499,19.1,13.7,5.5,0.454,965,0,0,0,False
10925,2755,4265,11.4,2.9,4.5,13.8,0.538,78.5,34.0,44.5,0.505,955,3,0,0,False
1868,342,717,5.2,0.9,2.0,10.2,0.5,3.1,3.6,-0.6,0.468,362,0,0,0,False
5251,2164,7119,7.7,3.2,10.5,10.2,0.444,27.0,35.8,-8.8,0.406,681,1,0,0,False
2821,591,1709,7.7,1.6,4.7,13.7,0.579,15.2,5.9,9.3,0.534,366,0,1,0,False
9468,1722,3881,10.9,2.0,4.5,14.4,0.527,38.8,25.2,13.6,0.494,866,0,0,0,False
652,57,483,4.8,0.4,3.5,12.1,0.495,1.7,1.5,0.2,0.484,137,0,0,0,False
561,61,393,4.2,0.5,3.0,13.6,0.505,1.0,0.1,0.8,0.471,133,0,0,0,False
