@relation nba_all
@attribute stats.totals.pts.value integer
@attribute stats.totals.ast.value integer
@attribute stats.totals.trb.value integer
@attribute stats.per_game.pts_per_g.value real
@attribute stats.per_game.ast_per_g.value real
@attribute stats.per_game.trb_per_g.value real
@attribute stats.advanced.per.value real
@attribute stats.advanced.ts_pct.value real
@attribute stats.advanced.ws.value real
@attribute stats.advanced.dws.value real
@attribute stats.advanced.ows.value real
@attribute stats.advanced.efg_pct.value real
@attribute stats.totals.g.value integer
@attribute honors.allstar_appearances integer
@attribute honors.championships integer
@attribute honors.mvpshares integer
@attribute hall_of_fame {True, False}
@data
467,89,169,3.5,0.7,1.3,10.5,0.549,1.1,1.0,0.1,0.532,133,0,0,0,False
7314,2719,2394,9.2,3.4,3.0,12.2,0.494,35.6,20.7,14.8,0.469,794,0,1,0,False
500,190,343,2.7,1.0,1.8,14.1,0.48,3.0,1.8,1.3,0.436,186,0,0,0,False
2904,885,861,12.8,3.9,3.8,14.7,0.508,12.6,3.8,8.8,0.401,226,0,0,0,False
4666,695,4232,9.2,1.4,8.3,16.0,0.565,36.0,16.9,19.1,0.526,507,1,0,0,False
4120,1462,820,9.9,3.5,2.0,12.9,0.518,14.0,6.3,7.7,0.469,418,0,0,0,False
4337,2669,1861,6.3,3.9,2.7,14.1,0.513,28.6,14.7,13.9,0.456,687,0,0,0,False
1534,62,1002,4.8,0.2,3.1,10.2,0.5,2.5,3.6,-1.0,0.47,322,0,0,0,False
5034,651,2873,16.0,2.1,9.1,18.1,0.514,20.6,11.4,9.1,0.481,315,2,0,0,False
2525,943,830,6.8,2.5,2.2,9.4,0.445,8.9,5.4,3.5,0.368,371,0,0,0,False
5822,1024,1224,11.9,2.1,2.5,12.1,0.47,18.0,11.0,6.9,0.42,491,1,1,0,False
656,112,442,4.6,0.8,3.1,12.2,0.543,4.0,1.4,2.5,0.511,144,0,0,0,False
3470,571,3870,6.1,1.0,6.8,12.1,0.458,14.2,14.9,-0.7,0.425,571,0,0,0,False
6782,1566,1820,12.4,2.9,3.3,13.4,0.508,32.5,15.3,17.1,0.435,547,0,0,0,False
1802,774,300,6.1,2.6,1.0,12.6,0.494,3.9,3.5,0.4,0.449,296,0,1,0,False
1140,188,464,6.2,1.0,2.5,11.7,0.516,4.2,3.0,1.2,0.475,184,0,0,0,False
4968,629,1112,9.6,1.2,2.1,14.0,0.535,15.1,7.1,8.0,0.523,520,0,2,0,False
4377,1412,1500,7.2,2.3,2.5,11.8,0.474,17.7,11.8,5.8,0.418,607,1,0,0,False
571,73,517,4.3,0.5,3.9,10.7,0.473,2.0,1.3,0.7,0.459,133,0,0,0,False
8622,3215,2705,12.2,4.6,3.8,14.5,0.517,62.7,20.9,41.8,0.438,706,6,1,0.037,False
11947,1097,6663,17.0,1.6,9.5,21.6,0.491,70.6,25.4,45.2,0.443,704,4,3,0.013,True
952,188,492,5.7,1.1,2.9,13.4,0.447,4.1,1.9,2.2,0.388,168,0,0,0,False
9876,848,5518,16.0,1.4,8.9,17.4,0.525,48.0,19.7,28.3,0.493,618,4,2,0,False
389,114,123,3.3,1.0,1.0,8.1,0.436,-0.5,0.8,-1.3,0.394,118,0,0,0,False
19015,6453,3349,18.5,6.3,3.3,16.6,0.545,66.9,17.2,49.7,0.479,1026,2,0,0.009,False
3865,474,3743,6.6,0.8,6.4,15.9,0.547,37.9,17.6,20.3,0.502,587,0,0,0,False
11944,1856,6509,10.8,1.7,5.9,13.6,0.499,36.1,37.3,-1.2,0.468,1102,0,0,0,False
1835,211,1418,4.1,0.5,3.2,9.8,0.549,6.2,5.8,0.4,0.508,449,0,0,0,False
1826,565,910,6.8,2.1,3.4,10.8,0.421,2.7,2.4,0.3,0.361,268,0,1,0,False
1057,187,1519,5.8,1.0,8.3,12.5,0.484,4.2,2.9,1.3,0.431,182,0,0,0,False
10068,2608,2855,14.4,3.7,4.1,13.7,0.465,38.9,15.4,23.5,0.396,699,5,0,0.042,False
4989,1453,1318,11.1,3.2,2.9,13.8,0.512,28.3,10.7,17.7,0.442,451,0,0,0,False
2450,1184,1145,7.8,3.7,3.6,8.8,0.396,4.7,8.1,-3.4,0.353,316,0,1,0,False
4928,809,4986,8.3,1.4,8.4,18.0,0.488,40.9,17.3,23.7,0.4,596,0,1,0,False
4396,736,4955,10.3,1.7,11.6,12.5,0.487,16.3,11.2,5.0,0.45,427,0,1,0,False
5430,1645,2234,11.5,3.5,4.7,10.4,0.443,7.9,5.1,2.8,0.403,474,0,0,0,False
508,113,90,5.0,1.1,0.9,10.3,0.426,-0.1,0.6,-0.7,0.386,102,0,0,0,False
1734,280,997,8.1,1.3,4.7,14.5,0.492,5.4,2.4,3.0,0.442,213,0,0,0,False
1924,532,967,6.1,1.7,3.1,11.3,0.452,7.5,3.2,4.3,0.379,313,0,1,0,False
963,239,260,8.4,2.1,2.3,11.6,0.464,2.6,1.4,1.1,0.403,115,0,0,0,False
5153,2169,2129,10.2,4.3,4.2,12.2,0.424,17.7,12.6,5.0,0.364,506,2,1,0,False
424,139,116,3.7,1.2,1.0,7.7,0.421,0.1,0.7,-0.5,0.365,114,0,0,0,False
21586,4540,5665,19.2,4.0,5.0,15.7,0.506,102.7,37.7,64.9,0.452,1122,10,1,0.006,True
1552,443,1632,4.4,1.3,4.7,11.2,0.426,4.8,6.1,-1.3,0.403,350,0,0,0,False
2658,398,1703,8.4,1.3,5.4,12.3,0.449,4.6,7.0,-2.3,0.417,318,0,0,0,False
3530,333,1480,13.6,1.3,5.7,15.7,0.511,13.9,6.2,7.7,0.467,259,0,1,0,False
2158,504,375,8.8,2.1,1.5,11.9,0.487,7.2,4.8,2.4,0.436,245,0,1,0,False
6672,871,4607,8.7,1.1,6.0,10.7,0.473,24.1,14.4,9.6,0.447,764,0,0,0,False
3354,213,3436,5.2,0.3,5.4,10.8,0.539,20.9,13.5,7.4,0.484,640,0,0,0,False
691,105,385,4.1,0.6,2.3,11.1,0.501,1.4,1.6,-0.2,0.481,167,0,0,0,False
2767,211,819,13.8,1.0,4.1,18.7,0.559,11.6,2.3,9.3,0.525,201,0,0,0,False
334,76,228,3.2,0.7,2.2,10.0,0.463,-0.3,0.7,-1.0,0.429,103,0,0,0,False
6870,3247,1284,10.6,5.0,2.0,13.8,0.511,28.8,12.8,16.0,0.462,646,3,3,0,False
18831,2126,7314,18.2,2.1,7.1,17.6,0.54,117.4,38.9,78.4,0.47,1032,7,1,0.005,True
4086,418,2232,9.0,0.9,4.9,12.8,0.49,15.2,10.4,4.7,0.455,453,0,0,0,False
1497,101,1238,4.8,0.3,3.9,11.8,0.531,9.9,6.6,3.3,0.49,315,0,0,0,False
566,84,393,4.5,0.7,3.1,12.1,0.54,3.0,1.2,1.8,0.503,126,0,1,0,False
4631,807,819,12.8,2.2,2.3,16.7,0.595,20.0,5.5,14.5,0.526,363,0,0,0,False
2039,180,1688,12.3,1.1,10.2,14.0,0.502,8.5,4.7,3.9,0.474,166,0,0,0,False
10163,3436,1522,15.1,5.1,2.3,16.0,0.531,41.0,15.7,25.3,0.482,675,2,0,0,False
19202,2550,4832,16.0,2.1,4.0,15.9,0.533,65.6,18.8,46.8,0.489,1199,0,0,0,False
2734,707,2334,5.3,1.4,4.5,10.9,0.507,17.7,12.8,4.9,0.462,518,0,0,0,False
12658,5777,2545,14.4,6.6,2.9,15.8,0.507,55.9,12.0,43.9,0.471,880,1,0,0,False
6683,1600,11954,7.3,1.8,13.1,14.6,0.546,89.8,54.5,35.4,0.529,911,2,5,0.04,True
911,139,1437,4.5,0.7,7.1,12.4,0.472,8.2,4.7,3.5,0.432,201,0,0,0,False
833,121,183,7.0,1.0,1.5,12.7,0.507,1.8,0.7,1.1,0.456,119,0,0,0,False
1478,207,363,8.4,1.2,2.1,10.8,0.482,0.9,2.6,-1.8,0.435,177,0,0,0,False
1874,325,1227,4.2,0.7,2.7,12.9,0.514,13.2,7.6,5.6,0.482,448,0,0,0,False
628,183,214,5.5,1.6,1.9,10.9,0.439,1.7,1.8,-0.1,0.394,115,0,0,0,False
3533,292,2803,12.6,1.0,10.0,18.4,0.523,19.8,13.3,6.6,0.484,280,0,0,0,False
3276,1344,1075,8.0,3.3,2.6,9.5,0.384,-0.9,7.2,-8.1,0.346,411,1,0,0,False
1482,282,427,5.4,1.0,1.6,12.9,0.532,6.3,2.6,3.7,0.487,272,0,0,0,False
4799,2421,1433,9.4,4.7,2.8,12.5,0.487,14.2,9.9,4.3,0.438,511,0,0,0,False
1974,447,1337,9.3,2.1,6.3,9.6,0.381,2.1,7.8,-5.7,0.328,212,0,0,0,False
10538,984,4263,16.3,1.5,6.6,15.0,0.459,11.8,15.2,-3.5,0.435,647,3,0,0,False
11038,2628,2069,16.1,3.8,3.0,17.0,0.576,60.3,13.1,47.2,0.495,685,2,0,0.004,False
401,62,223,3.2,0.5,1.8,11.1,0.478,1.4,0.7,0.7,0.445,127,0,0,0,False
7541,808,5962,13.4,1.4,10.6,16.2,0.503,34.7,22.0,12.7,0.482,562,0,0,0.007,False
4313,491,2992,5.4,0.6,3.8,10.9,0.538,26.1,14.5,11.6,0.5,797,0,0,0,False
38387,5660,17440,24.6,3.6,11.2,24.6,0.592,273.4,94.5,178.9,0.559,1560,19,6,6.203,True
6439,1185,2550,7.0,1.3,2.8,11.8,0.536,34.8,19.0,15.7,0.506,917,0,1,0,False
19004,1746,4201,15.7,1.4,3.5,16.0,0.567,84.7,18.6,66.1,0.536,1209,1,0,0,False
1032,880,283,3.8,3.3,1.1,8.1,0.443,-1.2,1.7,-2.9,0.384,269,0,0,0,False
7645,5314,1179,11.6,8.1,1.8,15.6,0.519,36.0,16.4,19.6,0.483,659,0,0,0,False
6759,1336,3054,10.0,2.0,4.5,14.0,0.519,33.5,19.8,13.7,0.476,678,0,2,0,False
2683,254,1506,10.2,1.0,5.7,13.3,0.558,9.0,3.3,5.7,0.509,264,0,0,0,False
8980,1235,8340,12.4,1.7,11.6,17.6,0.572,58.5,25.3,33.2,0.535,722,2,0,0,False
11575,2803,2254,15.3,3.7,3.0,13.7,0.472,29.8,17.7,12.1,0.413,755,0,0,0,False
5301,587,3181,11.5,1.3,6.9,16.3,0.519,27.6,15.0,12.6,0.48,459,1,0,0,False
5140,1740,3772,6.1,2.1,4.5,12.6,0.499,27.7,20.0,7.7,0.463,842,0,0,0,False
11507,1556,6936,15.6,2.1,9.4,15.4,0.504,61.4,25.6,35.8,0.431,736,4,0,0,False
6249,660,6750,5.4,0.6,5.8,13.6,0.555,63.9,42.1,21.7,0.522,1156,0,0,0,False
4957,1024,1351,9.1,1.9,2.5,13.7,0.494,19.5,10.5,9.0,0.459,545,0,0,0,False
3829,370,1470,10.8,1.0,4.1,13.6,0.517,13.1,5.3,7.9,0.481,356,0,0,0,False
4347,898,1546,8.9,1.8,3.2,13.1,0.526,20.7,8.9,11.8,0.454,486,0,0,0,False
3311,1017,1176,7.1,2.2,2.5,12.6,0.551,22.1,9.2,12.9,0.494,467,0,0,0,False
22195,6125,6677,20.4,5.6,6.1,21.1,0.547,135.6,49.9,85.6,0.495,1086,10,1,0.778,True
3474,621,2481,11.6,2.1,8.3,12.5,0.423,3.6,14.1,-10.5,0.4,300,2,1,0,False
8049,1459,4136,12.0,2.2,6.1,14.2,0.524,37.5,25.6,11.8,0.492,673,1,1,0,False
8536,2232,2259,11.7,3.0,3.1,14.6,0.492,33.2,17.3,15.9,0.435,732,0,0,0,False
3997,377,2939,8.8,0.8,6.5,12.5,0.477,14.2,8.6,5.6,0.429,454,0,0,0,False
2449,334,1330,9.7,1.3,5.3,11.5,0.479,6.9,6.7,0.2,0.44,252,0,0,0,False
3279,820,631,11.6,2.9,2.2,11.5,0.527,12.2,3.3,8.8,0.469,283,0,0,0,False
1562,479,258,7.5,2.3,1.2,10.9,0.499,2.2,2.7,-0.4,0.465,207,0,0,0,False
718,135,280,4.9,0.9,1.9,12.3,0.482,0.7,1.3,-0.6,0.443,147,0,0,0,False
3547,421,2036,10.8,1.3,6.2,16.3,0.556,24.8,9.4,15.4,0.514,329,0,0,0,False
3330,676,475,11.8,2.4,1.7,13.5,0.501,10.5,5.4,5.0,0.453,283,0,1,0,False
7026,1704,4016,11.7,2.8,6.7,14.4,0.516,28.6,17.6,11.0,0.488,600,0,0,0,False
510,66,488,2.8,0.4,2.7,13.6,0.539,3.8,2.0,1.8,0.513,181,0,0,0,False
3710,2633,1308,6.9,4.9,2.4,11.2,0.514,22.9,16.0,6.9,0.461,541,0,0,0,False
518,71,86,4.8,0.7,0.8,12.7,0.461,0.8,0.5,0.3,0.419,107,0,0,0,False
3298,1793,865,9.8,5.3,2.6,10.9,0.489,11.1,9.0,2.1,0.427,337,0,0,0,False
431,174,158,3.4,1.4,1.2,8.3,0.473,0.8,1.8,-1.0,0.433,127,0,0,0,False
2469,791,659,9.0,2.9,2.4,11.7,0.524,7.4,5.7,1.7,0.494,274,0,0,0,False
10389,2028,5227,19.0,3.7,9.5,18.9,0.59,65.2,27.1,38.1,0.532,548,5,0,0.031,False
5170,818,4613,9.9,1.6,8.8,12.7,0.467,22.3,18.4,3.9,0.415,522,1,1,0,False
10624,3822,13769,10.8,3.9,14.0,16.0,0.537,110.1,64.1,46.0,0.509,984,5,1,0.639,True
14234,1879,4189,20.7,2.7,6.1,17.5,0.529,39.8,19.3,20.5,0.485,688,2,1,0.001,False
18940,6135,7494,16.1,5.2,6.4,18.6,0.536,125.1,67.3,57.8,0.504,1178,7,6,0.716,True
7615,1477,5262,8.5,1.7,5.9,13.6,0.526,37.3,21.4,15.8,0.485,891,0,0,0,False
341,36,361,2.9,0.3,3.1,10.1,0.461,0.6,1.7,-1.0,0.423,118,0,0,0,False
1870,325,505,7.9,1.4,2.1,12.2,0.517,5.6,3.1,2.5,0.466,237,0,0,0,False
8770,5217,3596,11.8,7.0,4.8,14.0,0.476,47.8,34.1,13.7,0.414,746,3,0,0.02,False
1051,198,1075,4.0,0.8,4.1,12.6,0.488,7.4,6.4,1.0,0.47,264,0,1,0,False
2182,402,481,7.0,1.3,1.6,13.6,0.57,12.1,2.0,10.0,0.523,310,0,0,0,False
1078,722,341,3.7,2.4,1.2,10.6,0.495,2.7,2.8,0.0,0.475,295,0,0,0,False
2647,527,1332,6.9,1.4,3.5,13.5,0.52,16.4,9.1,7.3,0.491,383,0,1,0,False
4199,3111,1686,6.4,4.7,2.6,13.7,0.502,31.0,18.4,12.6,0.436,658,0,0,0,False
3541,342,1740,10.1,1.0,4.9,13.1,0.5,11.1,4.5,6.7,0.461,352,0,0,0,False
1003,128,678,5.7,0.7,3.9,12.3,0.455,1.9,2.5,-0.5,0.42,176,0,0,0,False
17949,4402,2103,17.9,4.4,2.1,18.0,0.536,84.1,16.6,67.6,0.483,1002,1,0,0,True
12260,5175,2494,12.8,5.4,2.6,15.5,0.531,50.6,20.7,29.9,0.47,957,1,0,0,False
1254,128,729,5.7,0.6,3.3,13.0,0.485,4.4,3.0,1.4,0.443,221,0,0,0,False
5962,977,2308,7.3,1.2,2.8,12.6,0.566,26.2,11.5,14.7,0.508,818,0,0,0,False
1292,87,318,6.1,0.4,1.5,11.3,0.519,3.5,1.9,1.6,0.481,212,0,0,0,False
1660,733,370,8.6,3.8,1.9,12.4,0.501,1.9,3.4,-1.5,0.458,194,0,0,0,False
3137,683,546,8.7,1.9,1.5,12.7,0.523,8.5,4.8,3.7,0.485,361,0,0,0,False
418,34,428,3.6,0.3,3.7,11.0,0.464,1.0,0.9,0.2,0.439,116,0,0,0,False
251,19,239,1.6,0.1,1.5,9.1,0.473,0.5,1.6,-1.1,0.438,155,0,1,0,False
2884,544,1296,6.3,1.2,2.8,12.8,0.521,11.4,7.8,3.7,0.482,456,0,0,0,False
19711,15806,4051,13.1,10.5,2.7,21.8,0.608,207.7,64.9,142.8,0.546,1504,10,0,0.161,True
16310,3305,7981,21.2,4.3,10.4,20.0,0.509,78.6,37.7,40.9,0.452,770,5,1,0.288,True
2933,576,3148,6.2,1.2,6.7,10.2,0.451,12.9,12.4,0.5,0.424,473,0,1,0,False
10953,1203,6480,11.7,1.3,6.9,16.3,0.528,55.9,26.9,29.0,0.465,938,0,0,0,False
17623,2981,3278,18.0,3.0,3.3,16.7,0.555,75.6,16.6,59.0,0.501,980,4,0,0.001,False
11657,1655,7502,14.3,2.0,9.2,17.9,0.538,66.5,36.4,30.1,0.483,813,3,0,0.032,False
5765,608,6223,10.4,1.1,11.3,14.4,0.451,24.0,15.6,8.5,0.369,553,2,0,0.021,False
2502,304,2242,8.1,1.0,7.3,12.8,0.49,11.0,7.7,3.3,0.441,309,0,0,0,False
1801,245,432,9.0,1.2,2.2,12.6,0.522,4.2,1.9,2.3,0.468,200,0,0,0,False
8743,2382,2087,12.8,3.5,3.1,15.2,0.498,35.8,17.1,18.7,0.449,681,0,0,0,False
3091,315,2567,8.9,0.9,7.4,11.9,0.433,5.0,4.3,0.7,0.387,348,0,0,0,False
1276,88,688,5.9,0.4,3.2,14.1,0.584,8.3,4.5,3.8,0.527,215,0,0,0,False
10823,1249,5237,17.2,2.0,8.3,17.0,0.505,30.5,25.0,5.5,0.469,629,0,0,0,False
19591,3094,6306,14.2,2.2,4.6,14.5,0.512,89.7,55.9,33.8,0.475,1380,1,0,0,False
2508,507,682,9.6,1.9,2.6,14.2,0.485,7.8,5.4,2.4,0.46,262,0,0,0,False
5775,2259,1581,8.6,3.3,2.3,12.3,0.491,24.5,13.6,10.9,0.428,675,0,1,0,False
8017,1956,2136,9.7,2.4,2.6,12.9,0.518,30.7,13.0,17.7,0.492,827,0,0,0,False
7165,1295,1983,14.1,2.6,3.9,16.0,0.523,44.8,18.5,26.4,0.493,507,0,0,0,False
15016,1010,4246,19.8,1.3,5.6,16.7,0.529,50.2,12.8,37.4,0.494,759,1,0,0.004,False
407,99,346,2.2,0.5,1.8,7.8,0.46,2.4,2.6,-0.3,0.419,189,0,0,0,False
10433,4696,4523,13.9,6.2,6.0,17.8,0.496,61.2,31.7,29.4,0.455,752,2,0,0.047,False
3456,409,2204,9.8,1.2,6.3,13.3,0.485,10.8,9.0,1.9,0.453,351,0,0,0,False
607,86,616,5.1,0.7,5.2,12.8,0.459,3.1,1.7,1.4,0.402,118,0,0,0,False
12417,3217,12205,9.7,2.5,9.5,13.4,0.526,89.7,63.3,26.3,0.474,1282,1,0,0,False
4955,816,1585,10.1,1.7,3.2,13.6,0.5,17.1,10.7,6.4,0.444,493,0,0,0,False
2356,400,1234,8.0,1.4,4.2,11.7,0.457,3.0,4.8,-1.8,0.426,296,0,0,0,False
2819,387,1460,6.4,0.9,3.3,11.9,0.53,10.9,7.4,3.5,0.479,438,0,3,0,False
1114,178,861,6.1,1.0,4.7,12.2,0.493,3.7,3.7,0.0,0.452,182,0,0,0,False
2376,252,2089,5.3,0.6,4.7,12.7,0.5,14.2,10.8,3.4,0.462,445,0,1,0,False
17437,3842,4348,16.8,3.7,4.2,15.4,0.522,59.3,22.7,36.6,0.466,1041,4,1,0,False
16481,6476,2046,18.8,7.4,2.3,18.0,0.543,83.4,18.0,65.4,0.468,876,6,1,0.465,True
4637,1748,877,9.0,3.4,1.7,13.1,0.497,10.5,4.1,6.4,0.453,517,0,0,0,False
4135,327,3414,8.3,0.7,6.8,10.7,0.457,2.5,13.8,-11.3,0.435,500,0,0,0,False
1135,401,288,5.0,1.8,1.3,11.0,0.514,5.6,2.7,2.9,0.441,229,0,0,0,False
1436,346,1218,7.0,1.7,6.0,12.0,0.41,8.9,8.4,0.5,0.334,204,0,1,0,False
968,278,1052,7.1,2.0,7.7,13.2,0.462,5.7,4.9,0.8,0.426,137,0,0,0,False
6227,503,3431,9.3,0.8,5.1,15.6,0.498,21.9,8.3,13.6,0.452,670,1,0,0,False
1141,408,291,6.1,2.2,1.6,12.6,0.495,3.9,1.8,2.1,0.466,187,0,1,0,False
14870,2646,5555,17.7,3.2,6.6,19.8,0.512,85.3,23.4,61.9,0.454,839,6,1,0.043,True
4125,549,2148,5.9,0.8,3.1,11.6,0.527,19.0,10.6,8.4,0.494,694,0,1,0,False
5871,2126,2587,7.4,2.7,3.3,12.8,0.514,40.0,26.2,13.8,0.475,793,0,0,0,False
10805,1199,6116,10.3,1.1,5.9,15.9,0.513,62.8,37.9,25.0,0.46,1044,0,1,0,False
3227,482,2286,8.9,1.3,6.3,11.7,0.462,3.9,4.0,-0.1,0.436,361,0,0,0,False
443,35,217,4.0,0.3,2.0,13.6,0.499,1.4,0.7,0.7,0.466,111,0,1,0,False
3128,299,1793,7.0,0.7,4.0,11.9,0.533,17.9,7.6,10.3,0.487,448,0,0,0,False
11529,2087,4064,14.4,2.6,5.1,15.8,0.525,55.3,27.8,27.5,0.5,800,0,0,0,False
2075,499,2183,5.0,1.2,5.3,13.2,0.435,11.5,9.1,2.4,0.376,414,0,2,0,False
4970,1441,4437,5.4,1.6,4.9,14.2,0.572,50.8,29.3,21.5,0.568,914,0,0,0,False
613,71,432,5.0,0.6,3.5,11.3,0.502,2.4,2.4,0.1,0.474,123,0,0,0,False
1902,384,741,6.9,1.4,2.7,12.9,0.52,8.2,2.9,5.3,0.485,277,0,0,0,False
5560,910,4720,12.8,2.1,10.9,15.9,0.533,36.1,16.3,19.8,0.488,434,1,0,0,False
6049,1429,3682,11.5,2.7,7.0,16.8,0.533,31.5,7.8,23.7,0.477,525,3,0,0,False
5545,853,2117,9.7,1.5,3.7,13.4,0.527,25.7,13.5,12.2,0.468,569,0,0,0,False
9732,2057,1271,21.8,4.6,2.8,15.8,0.502,26.1,5.6,20.6,0.455,446,2,0,0,False
16401,4612,2203,16.1,4.5,2.2,15.3,0.554,86.2,23.1,63.1,0.498,1018,6,2,0.012,True
9223,1070,6063,11.4,1.3,7.5,14.8,0.544,32.7,29.5,3.2,0.497,807,0,0,0,False
8114,1561,1457,18.6,3.6,3.3,17.4,0.536,30.9,4.8,26.0,0.473,437,3,0,0,False
4531,1514,808,7.7,2.6,1.4,12.0,0.514,9.3,6.3,3.0,0.48,591,0,0,0,False
3161,500,1431,6.3,1.0,2.8,12.8,0.577,19.1,7.2,11.9,0.473,504,0,0,0,False
10571,1925,5615,14.0,2.5,7.4,13.2,0.477,49.5,37.3,12.2,0.427,755,2,0,0,False
417,48,141,3.3,0.4,1.1,8.3,0.453,-0.1,0.8,-0.9,0.415,126,0,0,0,False
262,184,145,1.9,1.4,1.1,8.8,0.481,1.0,0.7,0.3,0.408,135,0,0,0,False
1452,210,1206,10.2,1.5,8.5,18.1,0.441,5.1,1.6,3.5,0.374,142,0,0,0,False
1496,446,449,7.1,2.1,2.1,11.7,0.426,3.8,2.4,1.4,0.366,210,0,0,0,False
827,98,897,4.8,0.6,5.2,11.9,0.502,3.9,2.8,1.1,0.498,173,0,0,0,False
3765,560,1811,8.4,1.3,4.1,13.8,0.477,11.1,8.6,2.5,0.439,446,1,0,0,False
4846,632,3370,11.1,1.5,7.7,15.4,0.519,22.7,10.9,11.8,0.485,435,0,1,0,False
331,26,180,1.9,0.1,1.0,13.5,0.617,2.9,1.0,2.0,0.56,174,0,0,0,False
827,125,341,6.3,1.0,2.6,10.4,0.403,1.3,1.8,-0.5,0.347,131,0,0,0,False
7364,1247,1594,11.0,1.9,2.4,12.9,0.496,26.5,13.4,13.0,0.448,672,0,1,0,False
384,112,120,3.1,0.9,1.0,9.2,0.452,0.2,0.5,-0.3,0.408,124,0,0,0,False
2550,568,507,10.7,2.4,2.1,16.2,0.511,7.3,2.3,5.0,0.465,239,0,0,0,False
4715,1784,1513,5.7,2.2,1.8,14.7,0.572,37.2,15.7,21.5,0.524,821,0,0,0,False
18327,5397,3420,20.3,6.0,3.8,17.6,0.502,68.8,23.8,45.0,0.441,901,7,0,0.386,True
4431,424,3511,6.0,0.6,4.8,11.7,0.516,28.6,21.0,7.6,0.471,737,0,0,0,False
329,50,210,2.3,0.3,1.5,8.8,0.515,1.7,2.1,-0.5,0.455,143,0,0,0,False
7175,891,3680,10.6,1.3,5.4,14.7,0.531,33.3,15.9,17.5,0.5,678,0,0,0,False
5888,752,4307,7.1,0.9,5.2,13.8,0.554,44.2,21.0,23.2,0.516,830,0,2,0,False
17009,3089,9233,20.2,3.7,11.0,20.0,0.509,74.6,46.1,28.5,0.461,842,6,2,0.091,False
17287,3488,10816,15.6,3.2,9.8,17.3,0.54,112.5,60.7,51.8,0.471,1107,7,1,0.104,False
1187,845,367,5.3,3.8,1.7,11.4,0.514,4.1,3.7,0.5,0.481,222,0,0,0,False
12480,2004,10092,13.8,2.2,11.2,16.8,0.467,61.8,36.4,25.4,0.418,905,3,1,0.027,False
3317,1608,685,4.9,2.4,1.0,14.5,0.547,23.5,7.7,15.8,0.503,680,0,1,0,False
3854,714,1869,5.9,1.1,2.8,12.3,0.516,15.2,10.8,4.4,0.496,656,0,0,0,False
5212,443,3130,7.4,0.6,4.4,12.5,0.555,23.1,11.4,11.7,0.505,709,0,0,0,False
5002,385,3243,8.5,0.7,5.5,13.6,0.471,9.5,7.4,2.2,0.434,590,0,0,0,False
5376,2444,1249,7.6,3.5,1.8,13.8,0.514,30.9,14.1,16.8,0.46,708,0,0,0,False
555,74,682,2.6,0.3,3.2,11.2,0.47,3.1,2.9,0.2,0.42,215,0,0,0,False
1494,128,928,6.6,0.6,4.1,12.3,0.566,5.0,3.4,1.7,0.516,227,0,0,0,False
4247,325,2502,13.5,1.0,8.0,17.8,0.542,23.1,8.5,14.7,0.481,314,0,0,0,False
7147,1249,2737,12.1,2.1,4.6,16.1,0.516,29.4,21.9,7.5,0.479,591,0,0,0,False
1586,423,781,6.2,1.7,3.1,11.8,0.432,0.5,3.9,-3.4,0.401,254,0,0,0,False
6199,2092,5678,7.6,2.6,7.0,15.0,0.565,42.5,29.2,13.4,0.488,814,0,0,0,False
584,123,92,5.8,1.2,0.9,10.4,0.483,0.0,0.8,-0.8,0.428,101,0,0,0,False
6236,1532,1520,8.2,2.0,2.0,12.9,0.528,34.3,14.7,19.5,0.512,756,0,1,0,False
646,215,181,6.5,2.2,1.8,11.2,0.475,2.5,1.5,1.0,0.441,100,0,0,0,False
8378,1134,3410,13.4,1.8,5.5,15.5,0.479,49.2,25.4,23.7,0.399,623,0,7,0,True
1313,150,240,12.7,1.5,2.3,18.0,0.493,3.0,2.2,0.8,0.453,103,0,0,0,False
4084,1461,1378,7.0,2.5,2.4,11.1,0.498,16.6,11.4,5.2,0.465,586,0,1,0,False
5424,1835,2236,10.1,3.4,4.2,11.1,0.464,8.2,13.0,-4.7,0.426,536,0,0,0,False
837,100,647,5.0,0.6,3.8,11.3,0.568,3.6,1.4,2.1,0.519,169,0,0,0,False
18336,2097,4387,18.3,2.1,4.4,16.2,0.554,88.7,25.1,63.6,0.508,1000,3,1,0.123,False
747,182,181,6.3,1.5,1.5,12.6,0.479,0.0,0.7,-0.7,0.45,119,0,0,0,False
2397,232,1571,9.1,0.9,6.0,13.8,0.468,8.1,3.5,4.6,0.434,263,0,0,0,False
8184,1182,3544,11.0,1.6,4.7,15.1,0.513,37.4,22.4,15.0,0.475,747,0,0,0,False
549,64,306,5.0,0.6,2.8,12.5,0.518,2.5,1.4,1.1,0.446,109,0,0,0,False
198,50,354,1.5,0.4,2.6,7.0,0.415,1.1,1.8,-0.7,0.396,134,0,0,0,False
1084,81,751,5.2,0.4,3.6,9.6,0.479,2.0,2.5,-0.5,0.431,210,0,0,0,False
10902,3525,2132,13.3,4.3,2.6,13.9,0.522,32.0,20.1,11.9,0.466,821,0,0,0,False
3270,535,1223,5.3,0.9,2.0,11.9,0.537,16.8,6.7,10.1,0.521,615,0,1,0,False
15207,1365,9665,17.1,1.5,10.9,18.7,0.554,106.0,36.0,70.0,0.494,889,5,1,0,False
